date,temperature_2m,apparent_temperature,precipitation,cloud_cover,is_day,sunshine_duration
2025-08-04 04:00:00+00:00,20.5175,21.175407,0.0,0.0,0.0,0.0
2025-08-04 05:00:00+00:00,19.417501,19.31688,0.0,0.0,0.0,0.0
2025-08-04 06:00:00+00:00,20.2675,19.175184,0.0,0.0,0.0,0.0
2025-08-04 07:00:00+00:00,19.3675,18.199198,0.0,0.0,0.0,0.0
2025-08-04 08:00:00+00:00,19.167501,18.161198,0.0,0.0,0.0,0.0
2025-08-04 09:00:00+00:00,17.917501,16.79292,0.0,0.0,0.0,0.0
2025-08-04 10:00:00+00:00,17.8675,18.220167,0.0,0.0,1.0,0.0
2025-08-04 11:00:00+00:00,19.067501,20.175257,0.0,0.0,1.0,1922.9689
2025-08-04 12:00:00+00:00,21.8675,22.671595,0.0,0.0,1.0,3600.0
2025-08-04 13:00:00+00:00,24.0175,24.985836,0.0,0.0,1.0,3600.0
2025-08-04 14:00:00+00:00,25.9675,27.22477,0.0,0.0,1.0,3600.0
